"Ephemeris Data for Mercury Observations From Kitt Peak, AZ; McMath Observatory; All data for 20:00 UTC",,,,,,,,,,,,,,,,,
DateObs,Time,Sun_Data,Illum%,Def_illu,Ang-diam,Ob-lon,Ob-lat,Sl-lon,Sl-lat,r,rdot,delta,deldot,S-O-T,/r,S-T-O,True_Anom
2000-Nov-18,20:00,*m,71.346,1.7751,6.194837,120.19,-0.94,184.91,0.03,0.352827375,9.7482931,1.086016091,40.8376897,18.8337,/L,64.7224,75.7157
2000-Nov-19,20:00,*m,74.034,1.5751,6.065949,125.04,-1.03,186.3,0.03,0.35850987,9.9201598,1.109091591,39.4579438,18.5507,/L,61.2644,80.4596
2000-Nov-20,20:00,*m,76.491,1.398,5.946582,129.85,-1.12,187.85,0.02,0.364271107,10.0218386,1.131354494,38.0228515,18.2224,/L,58.0019,85.0543
2000-Nov-21,20:00,*m,78.731,1.2413,5.836064,134.62,-1.2,189.53,0.02,0.370072166,10.0589156,1.15277914,36.553016,17.8558,/L,54.9222,89.5054
2000-Nov-22,20:00,*m,80.77,1.1026,5.733745,139.35,-1.28,191.36,0.02,0.375877354,10.0369519,1.173350608,35.0651833,17.4569,/L,52.0133,93.8191
2000-Nov-23,20:00,*m,82.626,0.9797,5.63901,144.06,-1.36,193.31,0.02,0.381654144,9.9613501,1.193062638,33.572747,17.0311,/L,49.2634,98.0018
2000-Nov-24,20:00,*m,84.312,0.8709,5.551287,148.74,-1.44,195.39,0.02,0.387373063,9.8372628,1.211915837,32.0862335,16.5829,/L,46.6611,102.0603
2000-Nov-25,20:00,*m,85.845,0.7743,5.470042,153.41,-1.51,197.59,0.01,0.393007525,9.6695326,1.22991616,30.6137504,16.116,/L,44.1959,106.0016
2000-Nov-26,20:00,*m,87.237,0.6885,5.394784,158.06,-1.59,199.9,0.01,0.398533641,9.4626588,1.24707363,29.1613872,15.6338,/L,41.8576,109.8325
2000-Nov-27,20:00,*m,88.502,0.6123,5.325064,162.7,-1.66,202.31,0.01,0.403930018,9.2207838,1.263401282,27.7335685,15.1391,/L,39.6367,113.5598
2000-Nov-28,20:00,*m,89.652,0.5444,5.260472,167.32,-1.73,204.82,0.01,0.409177551,8.9476925,1.278914293,26.3333578,14.6343,/L,37.5242,117.1901
2000-Nov-29,20:00,*m,90.697,0.4838,5.200634,171.94,-1.8,207.41,0.01,0.41425922,8.6468238,1.293629271,24.9627175,14.1212,/L,35.5118,120.7299
2000-Nov-30,20:00,*m,91.647,0.4298,5.145212,176.55,-1.87,210.1,0,0.419159894,8.3212869,1.307563687,23.6227278,13.6017,/L,33.5917,124.1853
2001-Jan-01,20:00,*m,99.201,0.038,4.751524,322.58,-3.92,313.08,-0.04,0.442879651,-6.1384939,1.415902056,-10.6066472,4.6027,/T,10.2604,217.6058
2001-Jan-02,20:00,*m,98.972,0.049,4.773313,327.09,-3.99,316.14,-0.04,0.439212406,-6.5584786,1.40943869,-11.7497842,5.1723,/T,11.6412,220.6908
2001-Jan-03,20:00,*m,98.703,0.0622,4.797579,331.59,-4.06,319.14,-0.03,0.435306024,-6.9662589,1.402309924,-12.9209449,5.7532,/T,13.0845,223.8294
2001-Jan-04,20:00,*,98.389,0.0777,4.824452,336.09,-4.13,322.08,-0.03,0.431168028,-7.3601552,1.394498895,-14.1224673,6.3435,/T,14.5914,227.0265
2001-Jan-05,20:00,*,98.025,0.0959,4.854079,340.58,-4.21,324.96,-0.03,0.426806966,-7.7382888,1.385987395,-15.3566632,6.942,/T,16.1648,230.2874
2001-Jan-06,20:00,*,97.606,0.117,4.886627,345.07,-4.28,327.76,-0.03,0.422232535,-8.0985598,1.376755889,-16.625791,7.5475,/T,17.8082,233.6173
2001-Jan-07,20:00,*,97.126,0.1415,4.922281,349.55,-4.36,330.5,-0.03,0.417455716,-8.4386226,1.366783561,-17.9320192,8.159,/T,19.5265,237.0218
2001-Jan-08,20:00,*,96.578,0.1698,4.961248,354.03,-4.44,333.15,-0.03,0.412488919,-8.7558622,1.356048373,-19.2773736,8.7758,/T,21.325,240.5068
2001-Jan-09,20:00,*,95.955,0.2024,5.003761,358.51,-4.52,335.72,-0.03,0.40734615,-9.0473697,1.344527175,-20.6636586,9.3968,/T,23.2096,244.0783
2001-Jan-10,20:00,*,95.248,0.24,5.050078,2.99,-4.61,338.2,-0.03,0.402043185,-9.3099199,1.332195859,-22.0923389,10.021,/T,25.1869,247.7427
2001-Jan-11,20:00,*,94.447,0.2832,5.100486,7.46,-4.69,340.57,-0.03,0.396597759,-9.539951,1.319029599,-23.5643798,10.6471,/T,27.264,251.5064
2001-Jan-12,20:00,*,93.542,0.3329,5.155307,11.93,-4.79,342.84,-0.03,0.391029766,-9.7335495,1.305003197,-25.0800485,11.2737,/T,29.4485,255.3761
2001-Jan-13,20:00,*,92.521,0.39,5.214896,16.41,-4.88,345,-0.03,0.385361464,-9.886443,1.290091548,-26.6386853,11.8992,/T,31.7486,259.3588
2001-Jan-14,20:00,*,91.37,0.4556,5.279644,20.88,-4.98,347.03,-0.03,0.379617681,-9.9940043,1.274270248,-28.2384479,12.5214,/T,34.1728,263.4612
2001-Jan-15,20:00,*,90.076,0.5309,5.349984,25.37,-5.09,348.94,-0.02,0.373826018,-10.0512715,1.257516356,-29.876025,13.1381,/T,36.73,267.6903
2001-Jan-16,20:00,*,88.623,0.6173,5.426393,29.86,-5.2,350.72,-0.02,0.368017029,-10.0529902,1.23980933,-31.5463106,13.7463,/T,39.4297,272.0529
2001-Jan-17,20:00,*,86.996,0.7165,5.509389,34.37,-5.31,352.36,-0.02,0.362224372,-9.9936833,1.221132176,-33.2420323,14.3428,/T,42.2813,276.5552
2001-Jan-18,20:00,*m,85.177,0.83,5.599538,38.89,-5.43,353.85,-0.02,0.356484908,-9.8677574,1.201472804,-34.9533364,14.9237,/T,45.2945,281.2033
2001-Jan-19,20:00,*m,83.148,0.9601,5.697448,43.43,-5.56,355.19,-0.01,0.350838731,-9.6696513,1.180825656,-36.667339,15.4842,/T,48.4791,286.0024
2001-Jan-20,20:00,*m,80.894,1.1089,5.80377,47.99,-5.7,356.38,-0.01,0.34532909,-9.3940355,1.159193582,-38.3676662,16.0191,/T,51.8444,290.9567
2001-Jan-21,20:00,*m,78.397,1.2787,5.919191,52.59,-5.84,357.41,-0.01,0.340002188,-9.036066,1.136589982,-40.0340181,16.5221,/T,55.3993,296.069
2001-Jan-22,20:00,*m,75.642,1.4723,6.044424,57.23,-6,358.27,-0.01,0.334906813,-8.5916935,1.113041184,-41.6418023,16.9861,/T,59.152,301.3406
2001-Jan-23,20:00,*m,72.618,1.6922,6.180195,61.92,-6.16,358.98,0,0.33009378,-8.058023,1.088588996,-43.1619,17.4031,/T,63.1097,306.7706
2001-Jan-24,20:00,*m,69.318,1.9413,6.327222,66.66,-6.34,359.54,0,0.325615147,-7.4337084,1.063293339,-44.560637,17.7638,/T,67.2778,312.3558
2001-Jan-25,20:00,*m,65.737,2.2224,6.486181,71.48,-6.52,359.94,0.01,0.321523207,-6.7193579,1.037234819,-45.800038,18.0582,/T,71.6603,318.09
2001-Jan-26,20:00,*m,61.881,2.5378,6.657674,76.37,-6.72,0.21,0.01,0.317869245,-5.9179123,1.010517049,-46.8384401,18.2751,/T,76.2588,323.9641
2001-Jan-27,20:00,*m,57.764,2.8899,6.842172,81.35,-6.93,0.35,0.01,0.314702096,-5.0349494,0.983268502,-47.6315227,18.4025,/T,81.0725,329.9658
2001-Jan-28,20:00,*m,53.407,3.2801,7.03996,86.44,-7.15,0.38,0.02,0.312066569,-4.0788622,0.955643638,-48.1337811,18.4279,/T,86.098,336.0792
2001-Jan-29,20:00,*m,48.845,3.7093,7.251051,91.64,-7.39,0.31,0.02,0.310001801,-3.0608593,0.92782306,-48.3004174,18.338,/T,91.3288,342.2854
2001-Jan-30,20:00,*m,44.123,4.1769,7.47511,96.98,-7.64,0.17,0.02,0.308539689,-1.9947522,0.900012471,-48.0895725,18.1197,/T,96.7555,348.5627
2001-Jan-31,20:00,*m,39.297,4.681,7.71135,102.47,-7.9,359.99,0.02,0.307703497,-0.8965144,0.87244028,-47.4647644,17.7606,/T,102.3656,354.887
2001-Feb-03,20:00,*,24.909,6.3651,8.476486,119.92,-8.72,359.41,0.03,0.309034165,2.4134614,0.793688847,-42.8730134,15.7325,/T,120.1255,13.8817
2001-Feb-04,20:00,*,20.416,6.9566,8.741276,126.1,-9.01,359.3,0.03,0.310733514,3.4626644,0.769646495,-40.4170571,14.7178,/T,126.2813,20.134
2001-Feb-05,20:00,*,16.219,7.544,9.004518,132.46,-9.29,359.27,0.03,0.313024046,4.4581104,0.747146339,-37.5228655,13.5331,/T,132.5072,26.3065
2001-Feb-06,20:00,*,12.403,8.1126,9.261297,139.01,-9.56,359.34,0.03,0.315870862,5.3869605,0.726430969,-34.2270272,12.1869,/T,138.7642,32.3784
2001-Feb-07,20:00,*,9.044,8.6464,9.506181,145.74,-9.81,359.52,0.04,0.31923242,6.2390883,0.707717711,-30.5802832,10.6964,/T,145.0014,38.332
2001-Mar-05,20:00,*,46.074,4.2635,7.906332,316.32,-7.31,50.87,-0.01,0.447552415,5.5393877,0.850924684,26.7192687,26.7284,/L,94.498,146.5876
2001-Mar-06,20:00,*,47.998,4.0388,7.766633,321.71,-7.12,54.03,-0.01,0.450623799,5.096111,0.866230302,26.6753376,26.9858,/L,92.2897,149.5626
2001-Mar-07,20:00,*,49.841,3.8282,7.632135,327.04,-6.93,57.23,-0.01,0.453436911,4.645112,0.881495453,26.5824482,27.1839,/L,90.1772,152.499
2001-Mar-08,20:00,*,51.607,3.6308,7.502772,332.32,-6.75,60.46,-0.02,0.455987595,4.1874301,0.896694234,26.4480382,27.3265,/L,88.1527,155.4009
2001-Mar-09,20:00,*,53.302,3.4456,7.378436,337.54,-6.57,63.73,-0.02,0.458272268,3.7240037,0.91180471,26.2784866,27.4174,/L,86.2088,158.2722
2001-Mar-10,20:00,*,54.928,3.2718,7.25899,342.71,-6.4,67.02,-0.02,0.460287863,3.255684,0.926808349,26.0792647,27.4596,/L,84.3385,161.1166
2001-Apr-07,20:00,*,87.652,0.6534,5.291885,114.73,-2.79,155.8,-0.03,0.407181157,-9.0561648,1.271322442,15.1477808,15.5188,/L,41.1398,244.1926
2001-Apr-08,20:00,*,88.71,0.5935,5.256907,119.08,-2.69,158.27,-0.03,0.401874033,-9.3177151,1.279781554,14.418904,14.7112,/L,39.2621,247.8595
2001-May-24,20:00,*m,30.79,5.9822,8.643537,320.2,2.44,207.58,0.01,0.414582312,8.626507,0.778349538,-32.3850161,22.2045,/T,112.599,120.9567
2001-May-25,20:00,*m,28.629,6.3181,8.852563,325.6,2.65,210.27,0,0.419471704,8.2993968,0.759971212,-31.4176438,21.9843,/T,115.3086,124.4076
2001-Jul-27,20:00,*,90.527,0.5104,5.388239,324.29,5.57,359.77,0.03,0.307518822,0.2825588,1.248588473,29.0212982,10.2143,/L,35.8461,1.6097
2001-Jul-28,20:00,*,92.575,0.395,5.319803,328.37,5.52,359.57,0.03,0.308002651,1.3907645,1.264650624,26.7972361,9.1502,/L,31.6196,7.9472
2001-Sep-08,20:00,*,71.63,1.7088,6.023221,151.58,5.59,87.35,-0.03,0.4666249,0.3532685,1.116959272,-22.8389878,24.6904,/T,64.3726,177.9874
2001-Sep-09,20:00,*,70.484,1.7992,6.095672,156.42,5.6,90.73,-0.03,0.466689257,-0.1304454,1.103683484,-23.307083,25.0121,/T,65.8209,180.743
2001-Sep-10,20:00,*m,69.302,1.8945,6.171409,161.28,5.62,94.11,-0.03,0.466474239,-0.6140141,1.09013882,-23.7714228,25.307,/T,67.2968,183.4996
2001-Sep-11,20:00,*m,68.081,1.9951,6.2506,166.18,5.63,97.49,-0.03,0.465980087,-1.0968946,1.076327497,-24.2314642,25.5741,/T,68.8048,186.2603
2001-Sep-12,20:00,*m,66.818,2.1015,6.333424,171.1,5.64,100.86,-0.03,0.465207357,-1.5785333,1.062252136,-24.6863428,25.8121,/T,70.3493,189.0286
2001-Sep-13,20:00,*m,65.509,2.2144,6.420069,176.05,5.66,104.22,-0.03,0.464156928,-2.0583571,1.047915956,-25.1348262,26.0195,/T,71.9352,191.8078
2001-Sep-14,20:00,*m,64.149,2.3342,6.510735,181.04,5.67,107.56,-0.03,0.462830021,-2.5357651,1.033323005,-25.5752551,26.1948,/T,73.5674,194.6012
2001-Oct-15,20:00,*m,1.128,9.8295,9.941651,10.93,4.49,179.58,0,0.325214812,-7.3696434,0.676717844,15.7853503,3.9537,/L,167.8017,312.8916
2001-Oct-16,20:00,*m,2.635,9.5331,9.791065,18.18,4.27,179.97,0.01,0.321163112,-6.6471052,0.687125724,20.4697707,5.928,/L,161.3112,318.6381
2001-Oct-17,20:00,*m,4.832,9.144,9.608318,25.32,4.03,180.23,0.01,0.317553971,-5.8379442,0.700194609,25.0085413,7.8592,/L,154.5977,324.5234
2001-Oct-18,20:00,*m,7.678,8.677,9.398688,32.33,3.79,180.35,0.01,0.314435845,-4.9479972,0.715811898,29.3028804,9.6795,/L,147.8206,330.5346
2001-Oct-19,20:00,*m,11.109,8.1497,9.168157,39.17,3.54,180.37,0.02,0.311853009,-3.9859195,0.733810813,33.2644973,11.3533,/L,141.0567,336.6558
2001-Nov-04,20:00,*,77.53,1.3265,5.903224,127.22,0.62,183.81,0.03,0.347938454,9.5349415,1.139664221,39.805314,17.0313,/L,56.5865,71.4241
2001-Nov-05,20:00,*,79.98,1.159,5.78936,131.91,0.51,185.07,0.03,0.353517077,9.7729146,1.162078923,38.1852702,16.5807,/L,53.153,76.3027
2001-Nov-06,20:00,*,82.198,1.0119,5.684333,136.57,0.4,186.48,0.03,0.359211251,9.9359191,1.183550094,36.535203,16.0967,/L,49.9067,81.028
2001-Nov-07,20:00,*,84.2,0.8828,5.587479,141.2,0.29,188.05,0.02,0.364979252,10.029416,1.204065938,34.8732694,15.5851,/L,46.8369,85.6049
2001-Nov-08,20:00,*m,86.004,0.7695,5.49817,145.81,0.18,189.75,0.02,0.370782553,10.0589965,1.223624045,33.2139719,15.0512,/L,43.9329,90.0389
2001-Nov-09,20:00,*m,87.627,0.6701,5.415821,150.4,0.08,191.59,0.02,0.37658585,10.0302081,1.242229432,31.5686495,14.4995,/L,41.184,94.3362
2001-Dec-02,20:00,*,99.936,0.003,4.640822,255.07,-1.83,257.32,-0.02,0.464788938,1.786306,1.449676856,2.5263042,1.3599,/L,2.8861,169.7712
2001-Dec-03,20:00,*,99.964,0.0016,4.637218,259.63,-1.91,260.69,-0.02,0.465681828,1.30542,1.450803764,1.5283383,1.0185,/L,2.1562,172.5435
2001-Dec-04,20:00,*,99.971,0.0014,4.635445,264.2,-1.98,264.06,-0.03,0.46629653,0.8230442,1.451358515,0.53573,0.9291,/L,1.9629,175.3068
2002-Jan-03,20:00,*,81.876,1.037,5.7219,41.16,-4.82,350.93,-0.02,0.367305708,-10.0491437,1.175779579,-35.6218307,16.7287,/T,50.3976,272.5966
2002-Jan-04,20:00,*,79.793,1.1772,5.82586,45.82,-4.97,352.55,-0.02,0.361517432,-9.9819782,1.154798223,-37.1628826,17.1759,/T,53.4309,277.1166
2002-Jan-05,20:00,*,77.498,1.3362,5.938294,50.51,-5.12,354.02,-0.02,0.355787092,-9.8475058,1.132933598,-38.68384,17.5919,/T,56.6407,281.7829
2002-Jan-06,20:00,*,74.975,1.5165,6.05988,55.24,-5.29,355.35,-0.01,0.350155175,-9.6401818,1.110202298,-40.1661954,17.9703,/T,60.038,286.6009
2002-Jan-07,20:00,*m,72.209,1.7206,6.191321,60.01,-5.46,356.51,-0.01,0.344665309,-9.3547216,1.086632761,-41.5872972,18.3041,/T,63.6341,291.5744
2002-Feb-17,20:00,*m,52.269,3.5429,7.422729,314.64,-7.54,42.02,0,0.437316427,6.761214,0.906363805,28.5666972,26.2344,/L,87.394,137.7694
2002-Feb-19,20:00,*m,56.077,3.1477,7.166318,325.16,-7.23,48.12,-0.01,0.444645048,5.9215501,0.938793464,27.9495703,26.5124,/L,83.0142,143.9389
2002-Feb-20,20:00,*m,57.842,2.9708,7.046787,330.34,-7.08,51.25,-0.01,0.447939402,5.486005,0.954717695,27.584108,26.574,/L,80.9716,146.9513
2002-Apr-25,20:00,*,63.504,2.3525,6.445741,254.71,-1.49,180.38,0.03,0.327984501,7.7817684,1.043742394,-41.524112,18.2951,/T,74.3365,50.6751
2002-Apr-26,20:00,*,60.16,2.6285,6.597712,259.29,-1.41,181.02,0.03,0.33265002,8.3571554,1.019700839,-41.7955376,18.8854,/T,78.2808,56.1772
2002-Apr-27,20:00,*,56.844,2.9164,6.757688,263.95,-1.33,181.82,0.03,0.3376218,8.8424072,0.995561301,-41.8722757,19.4064,/T,82.1384,61.5221
2002-Apr-28,20:00,*,53.571,3.2154,6.925541,268.67,-1.24,182.77,0.03,0.342848344,9.239754,0.971432059,-41.7682487,19.8557,/T,85.9094,66.7078
2002-Apr-29,20:00,*,50.357,3.5252,7.101118,273.47,-1.15,183.88,0.03,0.348279847,9.5527593,0.94741312,-41.4980179,20.2316,/T,89.5959,71.7348
2002-Apr-30,20:00,*,47.212,3.8452,7.284237,278.35,-1.05,185.15,0.03,0.353868856,9.7859418,0.923596058,-41.0760877,20.5321,/T,93.2019,76.605
2002-May-02,20:00,*,41.156,4.5146,7.672192,288.33,-0.83,188.15,0.02,0.365343871,10.0337412,0.876893115,-39.8318567,20.9015,/T,100.1932,85.8912
2002-May-03,20:00,*,38.254,4.8634,7.876466,293.45,-0.72,189.86,0.02,0.371149952,10.05944,0.854151165,-39.0343026,20.9676,/T,103.5915,90.3175
2002-May-04,20:00,*,35.44,5.221,8.087138,298.64,-0.6,191.71,0.02,0.37695383,10.0270847,0.831900301,-38.1341851,20.953,/T,106.9346,94.6074
2002-May-05,20:00,*m,32.715,5.5872,8.303776,303.91,-0.46,193.69,0.02,0.382723532,9.9420434,0.810196803,-37.1406238,20.8566,/T,110.2301,98.7675
2002-Aug-10,20:00,*m,80.95,1.0492,5.507737,87.82,5.84,36.3,0,0.429307427,7.5257765,1.221498533,-18.8302939,19.4333,/T,51.7619,131.571
2002-Aug-12,20:00,*m,78.742,1.1925,5.609722,96.89,5.94,42.19,-0.01,0.437550724,6.7364373,1.199291641,-19.7656786,20.6959,/T,54.9165,137.9587
2002-Aug-13,20:00,*m,77.64,1.2665,5.663994,101.46,5.99,45.22,-0.01,0.441322357,6.3215192,1.187800167,-20.196998,21.2892,/T,56.4465,141.0664
2002-Aug-20,20:00,*,69.781,1.8464,6.109863,134.16,6.37,67.62,-0.02,0.460626376,3.1693522,1.10112001,-22.7677176,24.7212,/T,66.7007,161.6352
2002-Aug-21,20:00,*,68.611,1.9411,6.183905,138.94,6.43,70.94,-0.02,0.462320489,2.696165,1.087935947,-23.0908304,25.1046,/T,68.1525,164.4531
2002-Aug-22,20:00,*,67.422,2.0397,6.260833,143.75,6.48,74.28,-0.02,0.463740315,2.2196982,1.074568289,-23.4058017,25.4597,/T,69.6136,167.2521
2002-Aug-23,20:00,*,66.21,2.1426,6.340769,148.59,6.54,77.64,-0.02,0.464884149,1.7406046,1.061021531,-23.712899,25.7856,/T,71.0885,170.0357
2002-Aug-24,20:00,*,64.972,2.2502,6.423844,153.46,6.6,81,-0.02,0.465750652,1.2594969,1.047300097,-24.0120983,26.0815,/T,72.5812,172.8073
2002-Aug-25,20:00,*,63.705,2.3629,6.510197,158.36,6.66,84.38,-0.03,0.466338829,0.7769564,1.03340851,-24.3030694,26.3463,/T,74.0962,175.5702
2002-Oct-01,20:00,*m,4.866,9.2237,9.695408,23.81,6.5,179.11,0,0.329093759,-7.9293108,0.693905056,25.5389541,8.1355,/L,154.5081,307.9733
2002-Oct-02,20:00,*m,7.432,8.7748,9.479238,30.72,6.22,179.63,0,0.324696161,-7.285499,0.709729297,29.4963797,9.8024,/L,148.3547,313.5899
2002-Oct-03,20:00,*m,10.53,8.2709,9.244283,37.48,5.93,180.01,0.01,0.320696374,-6.5521511,0.727767921,33.2164684,11.3511,/L,142.1246,319.3537
2002-Oct-04,20:00,*m,14.106,7.7269,8.99586,44.07,5.64,180.24,0.01,0.317145204,-5.7327587,0.747865387,36.634792,12.7553,/L,135.874,325.2549
2002-Oct-05,20:00,*m,18.097,7.1577,8.739174,50.5,5.35,180.36,0.01,0.314090677,-4.8334966,0.76983164,39.6964451,13.999,/L,129.6422,331.2802
2002-Oct-06,20:00,*m,22.428,6.5774,8.479058,56.75,5.07,180.36,0.02,0.311576439,-3.8633662,0.793448121,42.357757,15.0732,/L,123.4604,337.4134
2002-Oct-07,20:00,*m,27.021,5.9987,8.219794,62.81,4.79,180.28,0.02,0.309640129,-2.8341519,0.818474585,44.5873851,15.9747,/L,117.355,343.6347
2002-Oct-08,20:00,*m,31.793,5.4327,7.965005,68.7,4.52,180.13,0.02,0.308311834,-1.7601594,0.844656381,46.3668322,16.7049,/L,111.349,349.9221
2002-Oct-09,20:00,*m,36.665,4.888,7.717617,74.42,4.26,179.94,0.03,0.307612768,-0.6577286,0.871731878,47.6904246,17.2689,/L,105.4631,356.2508
2002-Oct-10,20:00,*m,41.557,4.3715,7.47987,79.99,4.02,179.73,0.03,0.307554285,0.4554534,0.899439724,48.564761,17.6748,/L,99.7163,2.5952
2002-Oct-11,20:00,*m,46.398,3.8879,7.253376,85.4,3.78,179.54,0.03,0.308137337,1.5611788,0.927525645,49.0076398,17.933,/L,94.1254,8.9288
2002-Oct-12,20:00,*,51.125,3.4404,7.039187,90.67,3.56,179.38,0.03,0.309352426,2.6416017,0.955748473,49.0464997,18.055,/L,88.7054,15.2254
2002-Oct-13,20:00,*,55.683,3.0304,6.837884,95.82,3.35,179.28,0.03,0.31118006,3.6800815,0.983885161,48.7164633,18.0534,/L,83.4688,21.4604
2002-Oct-14,20:00,*,60.027,2.6581,6.649662,100.85,3.15,179.27,0.03,0.313591667,4.6619009,1.011734592,48.0581275,17.9412,/L,78.4259,27.611
2002-Oct-15,20:00,*,64.126,2.3226,6.474413,105.79,2.96,179.36,0.03,0.316550863,5.5747916,1.039120075,47.1152831,17.731,/L,73.5843,33.6572
2002-Oct-16,20:00,*,67.956,2.0226,6.311804,110.64,2.78,179.57,0.04,0.320014966,6.4092379,1.065890559,45.9327459,17.4353,/L,68.9487,39.5818
2002-Oct-17,20:00,*,71.504,1.7557,6.161338,115.42,2.62,179.92,0.03,0.323936621,7.1585581,1.09192066,44.5544568,17.0656,/L,64.5216,45.3712
2002-Oct-18,20:00,*,74.767,1.5196,6.02241,120.14,2.46,180.42,0.03,0.328265407,7.8187913,1.117109699,43.0219542,16.6328,/L,60.3026,51.015
2002-Oct-19,20:00,*,77.746,1.3117,5.89435,124.8,2.31,181.06,0.03,0.332949342,8.3884388,1.141379981,41.3732672,16.1467,/L,56.2893,56.5059
2002-Oct-20,20:00,*,80.45,1.1293,5.776457,129.42,2.16,181.87,0.03,0.337936204,8.8681095,1.164674549,39.6422228,15.6162,/L,52.4772,61.8395
2002-Oct-21,20:00,*,82.891,0.9697,5.668028,134,2.02,182.83,0.03,0.343174636,9.2601213,1.186954653,37.8581222,15.0491,/L,48.8604,67.0141
2002-Oct-22,20:00,*,85.085,0.8305,5.568373,138.55,1.89,183.95,0.03,0.348615014,9.5681002,1.208197124,36.0457166,14.4525,/L,45.4315,72.0301
2002-Oct-23,20:00,*,87.047,0.7094,5.47683,143.07,1.77,185.23,0.03,0.354210093,9.7966041,1.228391794,34.2254059,13.8324,/L,42.1824,76.8897
2002-Oct-24,20:00,*,88.797,0.6042,5.392771,147.58,1.65,186.66,0.03,0.359915447,9.9507938,1.247539084,32.413585,13.1939,/L,39.1042,81.5967
2002-Oct-25,20:00,*,90.352,0.5129,5.315612,152.08,1.53,188.24,0.02,0.365689736,10.0361568,1.265647816,30.6230757,12.5416,/L,36.1876,86.1558
2002-Oct-26,20:00,*,91.729,0.4338,5.24481,156.56,1.42,189.96,0.02,0.371494828,10.0582872,1.282733282,28.8635924,11.8792,/L,33.4233,90.5728
2002-Oct-27,20:00,*,92.945,0.3655,5.179867,161.04,1.31,191.82,0.02,0.377295811,10.0227172,1.298815593,27.1422069,11.21,/L,30.8017,94.8539
2002-Oct-28,20:00,*m,94.016,0.3064,5.120328,165.51,1.2,193.81,0.02,0.383060916,9.934795,1.313918278,25.4637877,10.5367,/L,28.3138,99.0057
2002-Oct-29,20:00,*m,94.957,0.2555,5.065778,169.98,1.1,195.92,0.02,0.388761392,9.7996015,1.328067132,23.8314021,9.8615,/L,25.9504,103.0351
2002-Oct-30,20:00,*m,95.78,0.2117,5.01584,174.45,1,198.14,0.01,0.394371327,9.6218975,1.341289286,22.2466729,9.1862,/L,23.7028,106.9488
2002-Oct-31,20:00,*m,96.499,0.174,4.970176,178.92,0.9,200.47,0.01,0.399867462,9.4060955,1.353612462,20.7100913,8.5124,/L,21.5627,110.7538
2002-Dec-16,20:00,*,83.38,0.9296,5.593167,29.16,-3.42,341.13,-0.03,0.395236821,-9.5905535,1.202841337,-31.7063816,17.4019,/T,48.1235,252.4507
2002-Dec-17,20:00,*,81.75,1.0369,5.681376,33.87,-3.56,343.38,-0.03,0.389642184,-9.7745085,1.18416613,-33.0785306,17.8154,/T,50.5859,256.3478
2002-Dec-18,20:00,*,79.966,1.1572,5.776337,38.6,-3.7,345.5,-0.03,0.383953123,-9.916651,1.16469868,-34.4550917,18.2059,/T,53.1845,260.3594
2002-Dec-19,20:00,*,78.014,1.2925,5.878596,43.35,-3.85,347.51,-0.02,0.378195135,-10.0122691,1.144438742,-35.8273273,18.5695,/T,55.9303,264.4925
2002-Dec-20,20:00,*,75.879,1.4445,5.988732,48.13,-4,349.39,-0.02,0.372396531,-10.0563247,1.123391783,-37.1840687,18.9012,/T,58.8348,268.7539
2002-Dec-21,20:00,*,73.547,1.6156,6.107365,52.96,-4.16,351.13,-0.02,0.36658862,-10.0435016,1.101570509,-38.5112682,19.1956,/T,61.9102,273.1503
2002-Dec-22,20:00,*,71.001,1.8081,6.235138,57.82,-4.34,352.73,-0.02,0.360805842,-9.9682837,1.078996665,-39.7915101,19.4462,/T,65.1691,277.6881
2003-Jan-04,20:00,*m,18.312,7.2452,8.86936,129.86,-7.54,0.13,0.02,0.308281085,-1.726528,0.758531895,-36.4653497,14.0331,/T,129.333,350.1165
2003-Jan-05,20:00,*m,14.016,7.834,9.110945,136.52,-7.83,359.93,0.03,0.307601539,-0.6231996,0.738418782,-33.1699964,12.5418,/T,136.0344,356.4479
2003-Jan-06,20:00,*m,10.131,8.3932,9.339347,143.38,-8.12,359.73,0.03,0.307563109,0.4903146,0.720360087,-29.3379955,10.8775,/T,142.8869,2.794
2003-Feb-03,20:00,*m,61.569,2.6085,6.787442,322.88,-6.98,39.4,0,0.433798379,7.1136382,0.991197142,29.4900172,25.3493,/L,76.6168,134.993
2003-Feb-04,20:00,*m,63.35,2.4462,6.674636,327.98,-6.88,42.38,-0.01,0.43779081,6.7108696,1.007949062,28.9048436,25.3367,/L,74.5084,138.1524
2003-Feb-05,20:00,*m,65.034,2.2965,6.567725,333.04,-6.77,45.42,-0.01,0.441546875,6.2952947,1.024356569,28.2964772,25.2821,/L,72.4965,141.2563
2003-Feb-06,20:00,*m,66.626,2.1581,6.466398,338.06,-6.67,48.5,-0.01,0.445059639,5.8684784,1.040408141,27.670778,25.189,/L,70.573,144.3096
2003-Feb-07,20:00,*m,68.134,2.03,6.370346,343.04,-6.57,51.63,-0.01,0.44832302,5.4318207,1.05609532,27.032569,25.0604,/L,68.7303,147.3167
2003-Feb-08,20:00,*m,69.563,1.9112,6.279276,347.99,-6.48,54.8,-0.01,0.451331703,4.9865761,1.071412159,26.385792,24.899,/L,66.9615,150.282
