"Ephemeris Data for Mercury Observations From Kitt Peak, AZ; McMath Observatory; All data for 20:00 UTC",,,,,,,,,,,,,,,,,
DateObs,Time,Sun_Data,Illum%,Def_illu,Ang-diam,Ob-lon,Ob-lat,Sl-lon,Sl-lat,r,rdot,delta,deldot,S-O-T,/r,S-T-O,True_Anom
2004-Nov-04,20:00,*m,87.566,0.6498,5.225891,340.06,0.51,298.76,-0.03,0.456275007,-4.1312756,1.287377078,-20.7030045,17.6835,/T,41.3004,204.2496
2004-Nov-08,20:00,*m,83.791,0.8829,5.446855,358.98,0.14,311.5,-0.03,0.444638629,-5.9215603,1.235151886,-24.6128383,19.3244,/T,47.4871,216.0645
2004-Nov-09,20:00,*m,82.691,0.954,5.511473,3.75,0.04,314.58,-0.04,0.441094936,-6.3471371,1.220670452,-25.6208584,19.6989,/T,49.1747,219.1243
2004-Nov-10,20:00,*m,81.517,1.0314,5.580345,8.53,-0.06,317.61,-0.04,0.437308645,-6.7612875,1.205605127,-26.6399059,20.0567,/T,50.9299,222.2354
2004-Nov-11,20:00,*m,80.262,1.1159,5.653761,13.33,-0.16,320.58,-0.03,0.433286806,-7.1624242,1.189949877,-27.6685543,20.3961,/T,52.7591,225.4025
2005-Jan-06,20:00,*m,78.46,1.2465,5.786966,342.04,-5.06,37.19,0,0.430636814,7.4075174,1.162559602,27.961653,21.1019,/L,55.2997,132.5717
2005-Jan-07,20:00,*m,79.784,1.1543,5.709609,346.85,-5.05,40.12,0,0.434802169,7.0155567,1.178310628,26.9492428,20.8004,/L,53.4341,135.7761
2005-Jan-08,20:00,*m,81.021,1.0699,5.637034,351.63,-5.03,43.11,-0.01,0.438737022,6.6094907,1.193480872,25.944973,20.4788,/L,51.6484,138.9213
2005-Jan-09,20:00,*m,82.179,0.9925,5.568933,356.4,-5.02,46.16,-0.01,0.442433727,6.1910215,1.208075728,24.950906,20.1389,/L,49.9359,142.0123
2005-May-16,20:00,*m,76.404,1.369,5.801695,288.01,0.82,346.13,-0.03,0.382189317,-9.9512991,1.15960809,26.1547514,18.7184,/L,58.1192,261.6162
2005-May-17,20:00,*,78.161,1.251,5.728269,292.38,0.91,348.09,-0.02,0.376416831,-10.0316133,1.174472272,25.6584679,17.9079,/L,55.7164,265.7872
2005-May-18,20:00,*,79.934,1.1353,5.65815,296.71,1,349.93,-0.02,0.370613047,-10.0587789,1.189027014,25.0719361,17.0619,/L,53.2187,270.0885
2005-May-19,20:00,*,81.72,1.0221,5.591418,301.02,1.08,351.63,-0.02,0.3648102,-10.0274121,1.203217591,24.3854808,16.1806,/L,50.6194,274.5268
2005-May-20,20:00,*,83.51,0.9116,5.52817,305.28,1.17,353.19,-0.02,0.359043688,-9.9319605,1.21698359,23.5891009,15.2642,/L,47.9124,279.1082
2005-May-21,20:00,*,85.295,0.8041,5.468518,309.51,1.25,354.6,-0.02,0.353352136,-9.7668319,1.230258783,22.6727108,14.313,/L,45.0919,283.8382
2005-May-22,20:00,*,87.065,0.7001,5.412589,313.71,1.33,355.85,-0.01,0.347777366,-9.5265703,1.242971174,21.6264703,13.3276,/L,42.1529,288.7216
2005-Jun-18,20:00,*,77.899,1.2682,5.73793,63.17,3.87,7.18,0.03,0.361862834,9.9871606,1.172494772,-27.2362367,17.1931,/T,56.0895,83.1552
2005-Jun-19,20:00,*,75.904,1.4016,5.816613,67.52,4,8.8,0.02,0.367652815,10.0505155,1.156634056,-27.8020768,18.03,/T,58.8015,87.6665
2005-Jun-20,20:00,*,73.929,1.5379,5.898997,71.9,4.14,10.57,0.02,0.373461409,10.0524993,1.140480797,-28.2626607,18.828,/T,61.4121,92.0377
2005-Jun-22,20:00,*,70.057,1.8189,6.074549,80.78,4.42,14.5,0.02,0.385002111,9.8940792,1.107521334,-28.9088687,20.3065,/T,66.3553,100.3853
2005-Jun-23,20:00,*,68.165,1.9634,6.167593,85.28,4.57,16.65,0.02,0.390675688,9.7439249,1.090813242,-29.1134723,20.9867,/T,68.7016,104.3754
2005-Jun-24,20:00,*,66.304,2.1107,6.26409,89.82,4.72,18.91,0.01,0.396250486,9.5527825,1.074009575,-29.2505564,21.6275,/T,70.9735,108.2522
2005-Jun-25,20:00,*,64.474,2.2609,6.364009,94.39,4.87,21.28,0.01,0.401704085,9.3249463,1.057146921,-29.3277469,22.2286,/T,73.178,112.0225
2005-Jun-26,20:00,*,62.674,2.414,6.467333,99.01,5.03,23.75,0.01,0.407016445,9.0643518,1.040257699,-29.3518431,22.79,/T,75.3219,115.6931
2005-Jun-27,20:00,*,60.901,2.5704,6.574053,103.67,5.19,26.31,0.01,0.412169694,8.7745821,1.02337064,-29.3288206,23.3114,/T,77.4119,119.2704
2005-Jun-28,20:00,*,59.155,2.7301,6.68417,108.37,5.35,28.96,0,0.417147933,8.4588831,1.006511253,-29.2638579,23.7924,/T,79.4545,122.7609
2005-Jun-29,20:00,*m,57.433,2.8936,6.797693,113.1,5.52,31.69,0,0.421937045,8.1201827,0.989702275,-29.1613779,24.2329,/T,81.4562,126.1705
2005-Jun-30,20:00,*m,55.731,3.061,6.914636,117.88,5.7,34.5,0,0.426524517,7.7611137,0.972964093,-29.0250944,24.6322,/T,83.4232,129.5052
2005-Aug-25,20:00,*,50.457,3.4616,6.987134,90.82,7.16,180.29,0.01,0.315961475,-5.4110788,0.96286866,47.5025448,18.2181,/L,89.4711,327.4563
2005-Aug-26,20:00,*m,54.647,3.0813,6.794068,95.73,6.93,180.36,0.01,0.313100833,-4.4845773,0.990230435,47.5437797,17.9711,/L,84.6618,333.5233
2005-Aug-27,20:00,*m,58.81,2.7234,6.611776,100.55,6.71,180.33,0.02,0.310795059,-3.4912176,1.017531819,47.2892224,17.6285,/L,79.846,339.6912
2005-Dec-11,20:00,*,60.7,2.6537,6.75233,289.65,-3.63,7.27,0.03,0.362227572,9.9930705,0.996351239,40.155281,21.0614,/L,77.6382,83.4449
2005-Dec-16,20:00,*,73.41,1.6196,6.091012,314.77,-3.73,16.79,0.01,0.391024981,9.7331621,1.104527969,34.8986349,20.5538,/L,62.0772,104.6193
2005-Dec-17,20:00,*,75.394,1.4725,5.984273,319.65,-3.75,19.06,0.01,0.396591694,9.5396654,1.124228902,33.7132616,20.3142,/L,59.4718,108.4884
2005-Dec-18,20:00,*,77.224,1.3403,5.884747,324.5,-3.78,21.43,0.01,0.402035975,9.3097449,1.143242465,32.5149864,20.0418,/L,57.0061,112.2516
2005-Dec-19,20:00,*,78.911,1.2215,5.791926,329.32,-3.8,23.9,0.01,0.407337933,9.0473109,1.16156389,31.3123449,19.741,/L,54.6693,115.9154
2006-Jun-10,20:00,*,58.318,2.7929,6.700522,97.33,3.72,16.92,0.01,0.391364721,9.7229857,1.004055052,-32.798135,22.3425,/T,80.4293,104.857
2006-Jun-11,20:00,*,56.227,2.9891,6.828691,102.03,3.89,19.2,0.01,0.396926096,9.5271064,0.985209687,-32.6410669,22.8241,/T,82.8508,108.7204
2006-Jun-12,20:00,*,54.176,3.1898,6.961066,106.78,4.07,21.58,0.01,0.402363678,9.2950347,0.966474443,-32.4250128,23.258,/T,85.2137,112.4781
2006-Jun-13,20:00,*,52.164,3.3952,7.09761,111.58,4.25,24.06,0.01,0.407657701,9.0306627,0.947881396,-32.1560792,23.6439,/T,87.5249,116.1368
2006-Jun-14,20:00,*,50.186,3.6057,7.238286,116.42,4.44,26.63,0.01,0.412790546,8.7375316,0.929459346,-31.8395073,23.9811,/T,89.7915,119.7032
2006-Jun-15,20:00,*,48.242,3.8213,7.383055,121.32,4.64,29.29,0,0.417746544,8.4188472,0.9112343,-31.4797049,24.269,/T,92.0203,123.1833
2006-Jun-16,20:00,*,46.327,4.0426,7.531871,126.26,4.84,32.03,0,0.422511785,8.0775004,0.893229952,-31.0802798,24.5069,/T,94.2182,126.5834
2006-Aug-09,20:00,*,50.106,3.4955,7.005877,89.5,7.43,179.38,0,0.326894549,-7.6265971,0.960292692,45.4410578,18.8126,/L,89.8729,310.698
2006-Aug-10,20:00,*,53.922,3.1424,6.81976,94.37,7.23,179.83,0,0.322684773,-6.9387483,0.986499935,45.6164542,18.5049,/L,85.4953,316.3875
2006-Aug-11,20:00,*,57.764,2.8057,6.643061,99.14,7.04,180.14,0.01,0.318897825,-6.162735,1.012739807,45.5472233,18.1111,/L,81.0612,322.2198
2006-Oct-16,20:00,*m,62.584,2.4839,6.638584,36.71,2.9,321.3,-0.03,0.432271644,-7.2586951,1.013422809,-30.4284842,24.8186,/T,75.4284,226.1847
2006-Oct-17,20:00,*m,60.664,2.6578,6.756672,41.87,2.85,324.2,-0.03,0.427967726,-7.6411692,0.995710973,-31.0334126,24.8109,/T,77.6906,229.4287
2006-Oct-18,20:00,*m,58.627,2.8471,6.881419,47.08,2.78,327.03,-0.03,0.423447771,-8.0063488,0.977660594,-31.5983218,24.7533,/T,80.0701,232.7402
2006-Oct-19,20:00,*m,56.464,3.0533,7.013145,52.34,2.72,329.78,-0.03,0.418722414,-8.3519544,0.959297551,-32.112779,24.6408,/T,82.5774,236.1249
2006-Oct-20,20:00,*m,54.168,3.278,7.152142,57.67,2.65,332.46,-0.03,0.413803682,-8.6754433,0.940654294,-32.56436,24.468,/T,85.2239,239.5885
2007-Mar-27,20:00,*,61.356,2.6141,6.764685,199.66,-4.69,276.49,-0.03,0.46615553,-0.9550327,0.994531481,24.6289121,27.0606,/L,76.8671,185.4479
2007-Mar-28,20:00,*,62.649,2.4915,6.670472,204.56,-4.53,279.86,-0.03,0.465464757,-1.4370225,1.008578255,24.4203136,26.8174,/L,75.341,188.2132
2007-Mar-29,20:00,*,63.914,2.3743,6.579634,209.42,-4.38,283.22,-0.03,0.46449608,-1.917369,1.022502566,24.2026304,26.5409,/L,73.8368,190.9883
2007-Mar-30,20:00,*,65.156,2.2621,6.492036,214.26,-4.24,286.57,-0.03,0.463250617,-2.3954806,1.036299381,23.9762605,26.2323,/L,72.3502,193.7767
2007-Mar-31,20:00,*,66.376,2.1545,6.407547,219.07,-4.09,289.9,-0.03,0.461729838,-2.8707316,1.049963809,23.7412945,25.8926,/L,70.8766,196.5818
2007-May-22,20:00,*m,62.168,2.4521,6.481428,81.95,1.55,6.04,0.03,0.357529372,9.8957246,1.03799544,-36.5370657,20.0345,/T,75.9206,79.6566
2007-May-23,20:00,*m,59.548,2.6762,6.615751,86.55,1.7,7.56,0.02,0.363281354,10.0090675,1.016920416,-36.5633872,20.6229,/T,78.9964,84.2776
2007-May-24,20:00,*,56.978,2.9064,6.755622,91.2,1.85,9.22,0.02,0.36907959,10.0568183,0.995865754,-36.4768477,21.1561,/T,81.9826,88.754
2007-May-25,20:00,*,54.462,3.1426,6.900954,95.9,2.01,11.03,0.02,0.374887807,10.0445578,0.974893132,-36.288811,21.6336,/T,84.8857,93.0916
2007-Sep-18,20:00,*m,74.394,1.5031,5.870113,333.99,4.9,273.31,-0.03,0.466553435,-0.5007321,1.146092497,-22.5479098,23.9137,/T,60.8032,182.8531
2007-Sep-19,20:00,*,73.29,1.5861,5.938199,338.81,4.89,276.69,-0.03,0.466124653,-0.9838489,1.132951743,-23.1089989,24.2464,/T,62.2428,185.6125
2007-Sep-20,20:00,*,72.147,1.6739,6.009615,343.66,4.88,280.06,-0.03,0.46541712,-1.4658556,1.119488046,-23.6679431,24.5545,/T,63.7139,188.3786
2007-Sep-21,20:00,*,70.96,1.7669,6.08454,348.54,4.87,283.42,-0.03,0.464431638,-1.9461846,1.105702745,-24.2240697,24.8371,/T,65.2208,191.1549
2007-Sep-22,20:00,*,69.727,1.8658,6.163162,353.44,4.86,286.77,-0.03,0.463169344,-2.4242423,1.091597655,-24.7763903,25.0929,/T,66.7682,193.9446
2008-Jan-09,20:00,*m,89.277,0.5756,5.367386,204.78,-4.81,166.8,-0.03,0.380254781,-9.9847423,1.253439227,-29.9228521,13.8477,/T,38.2352,263.0017
2008-Jan-10,20:00,*m,87.834,0.6623,5.44433,209.31,-4.93,168.73,-0.02,0.374466786,-10.0478202,1.235724707,-31.5275748,14.4185,/T,40.8323,267.2166
2008-Jan-11,20:00,*m,86.227,0.7613,5.527739,213.86,-5.05,170.52,-0.02,0.368657939,-10.0559405,1.21707857,-33.1555806,14.9765,/T,43.5746,271.5641
2008-Jan-12,20:00,*m,84.439,0.8743,5.618163,218.42,-5.18,172.17,-0.02,0.362861551,-10.0036459,1.197489657,-34.7981654,15.5178,/T,46.4724,276.0507
2008-Jan-13,20:00,*m,82.452,1.0031,5.716197,223,-5.31,173.68,-0.02,0.35711413,-9.8853491,1.176952589,-36.443889,16.0382,/T,49.5359,280.6825
2008-Jan-14,20:00,*m,80.251,1.1499,5.822475,227.61,-5.46,175.04,-0.01,0.351455415,-9.6954761,1.155469475,-38.078115,16.5324,/T,52.7753,285.4647
2008-Jan-15,20:00,*m,77.818,1.3171,5.937674,232.25,-5.61,176.24,-0.01,0.345928316,-9.4286602,1.133051896,-39.6825474,16.9945,/T,56.201,290.4017
2008-Jan-16,20:00,*m,75.138,1.5073,6.062497,236.93,-5.77,177.29,-0.01,0.340578728,-9.0799893,1.109723139,-41.234798,17.4177,/T,59.8226,295.4965
2008-Jan-17,20:00,*m,72.197,1.7231,6.197664,241.66,-5.94,178.17,-0.01,0.33545518,-8.6453093,1.085520666,-42.7080352,17.794,/T,63.6493,300.7506
2008-Jan-18,20:00,*,68.986,1.9675,6.343895,246.45,-6.12,178.9,0,0.330608297,-8.1215788,1.06049875,-44.0707777,18.1146,/T,67.6891,306.1633
2008-May-07,20:00,*m,54.303,3.1484,6.88973,89.89,-0.08,4.83,0.03,0.352554487,9.7378901,0.976481323,-39.9095347,20.3665,/T,85.0679,75.4809
2008-May-08,20:00,*m,51.357,3.432,7.055511,94.66,0.04,6.22,0.03,0.358233535,9.9133488,0.953537312,-39.6511569,20.777,/T,88.4498,80.2333
2008-Oct-28,20:00,*m,78.028,1.2923,5.881678,306.69,1.34,2.58,0.03,0.341927916,9.1769429,1.143839059,40.3056442,16.5601,/L,55.9003,65.8208
2008-Oct-29,20:00,*m,80.552,1.1216,5.767284,311.34,1.21,3.67,0.03,0.347325826,9.5041784,1.166527124,38.6230721,16.0707,/L,52.3297,70.8737
2008-Oct-30,20:00,*m,82.832,0.972,5.661925,315.96,1.08,4.91,0.03,0.352889232,9.7508015,1.188234051,36.9054294,15.5475,/L,48.9499,75.7696
2008-Oct-31,20:00,*m,84.885,0.8411,5.564925,320.56,0.97,6.31,0.03,0.358573017,9.9218601,1.20894578,35.1730971,14.9967,/L,45.7515,80.5119
2009-Jan-06,20:00,*,49.908,3.6293,7.245216,270.04,-6.33,179.93,0.01,0.32147275,-6.7095407,0.928570392,-46.2287452,19.0838,/T,90.1113,318.165
2009-Jan-07,20:00,*,45.44,4.0699,7.459457,275.46,-6.59,180.2,0.01,0.317824779,-5.9069984,0.901901125,-46.217074,18.7768,/T,95.2382,324.0409
2009-Jan-08,20:00,*,40.785,4.5511,7.685754,281.03,-6.86,180.33,0.01,0.314664242,-5.0230325,0.875345834,-45.8210809,18.3319,/T,100.6256,330.0441
2009-Jan-09,20:00,*,35.996,5.071,7.922942,286.75,-7.15,180.36,0.02,0.312035879,-4.0660739,0.849140687,-44.9903707,17.7349,/T,106.2707,336.1588
2009-Apr-13,20:00,*,79.899,1.1693,5.817098,52.62,-2.5,359.39,0.03,0.309094815,2.457696,1.156537563,-37.7409786,14.3048,/T,53.2804,14.1419
2009-Apr-14,20:00,*,76.743,1.3794,5.930997,56.91,-2.45,359.28,0.03,0.310819146,3.5048881,1.134327534,-39.1924746,15.1793,/T,57.6716,20.3912
2009-Apr-15,20:00,*,73.449,1.6073,6.053645,61.25,-2.4,359.25,0.03,0.313133355,4.4977597,1.11134575,-40.4203134,16.0009,/T,62.0374,26.5598
2009-Apr-16,20:00,*,70.052,1.8523,6.185111,65.66,-2.35,359.32,0.03,0.316002266,5.4235783,1.087723901,-41.4162853,16.7644,/T,66.362,32.6271
2009-Apr-17,20:00,*,66.586,2.1136,6.325417,70.12,-2.3,359.51,0.04,0.319384121,6.2723322,1.063596684,-42.1780858,17.4652,/T,70.6321,38.5755
2009-Oct-13,20:00,*m,80.721,1.1117,5.766206,308.93,2.8,0.97,0.03,0.332414208,8.3293264,1.166745093,39.9954643,15.2407,/L,52.085,55.9027
2009-Oct-14,20:00,*m,83.238,0.9482,5.657244,313.48,2.66,1.76,0.03,0.337369833,8.8189121,1.189217252,38.1585884,14.6362,/L,48.3302,61.2539
2009-Oct-15,20:00,*m,85.497,0.8059,5.557234,317.99,2.52,2.71,0.03,0.34258267,9.2205139,1.210618838,36.284997,14.0016,/L,44.764,66.4461
2009-Oct-16,20:00,*m,87.514,0.6824,5.465511,322.48,2.39,3.81,0.03,0.348002867,9.5376304,1.230935605,34.3977724,13.3433,/L,41.3802,71.4797
2010-Jul-12,20:00,*m,84.286,0.8544,5.437124,238.26,5.11,191.77,0.02,0.37719549,10.0236457,1.237362482,-20.1303805,15.6716,/T,46.7129,94.7808
2010-Jul-13,20:00,*m,82.785,0.945,5.489468,242.58,5.2,193.75,0.02,0.382962278,9.9365714,1.225563795,-20.8403624,16.5285,/T,49.0323,98.9354
2010-Jul-14,20:00,*m,81.292,1.0373,5.544578,246.92,5.3,195.86,0.02,0.388664867,9.8021279,1.213382216,-21.4687174,17.354,/T,51.2615,102.9674
2010-Jul-15,20:00,*m,79.81,1.1311,5.602384,251.3,5.39,198.08,0.01,0.394277291,9.6250843,1.200862373,-22.0235468,18.148,/T,53.407,106.8836
2010-Jul-16,20:00,*m,78.342,1.2265,5.66283,255.71,5.49,200.42,0.01,0.399776235,9.4098615,1.188044356,-22.5124537,18.9106,/T,55.4757,110.6909
2010-Jul-17,20:00,*m,76.888,1.3234,5.725871,260.14,5.59,202.85,0.01,0.405140837,9.1605217,1.174964022,-22.9424991,19.6418,/T,57.4739,114.3962
2010-Jul-18,20:00,*,75.45,1.4218,5.791481,264.61,5.7,205.38,0.01,0.410352477,8.880772,1.161653309,-23.3201774,20.3418,/T,59.4081,118.0059
2010-Jul-19,20:00,*,74.027,1.5219,5.859642,269.12,5.8,208,0,0.415394576,8.5739756,1.148140575,-23.651406,21.0105,/T,61.2846,121.5265
2010-Jul-20,20:00,*,72.618,1.6238,5.930351,273.65,5.91,210.7,0,0.420252405,8.2431711,1.134450925,-23.9415283,21.648,/T,63.1095,124.9641
2011-Jan-03,20:00,*m,48.1,3.8953,7.505444,97.84,-6.29,190.03,0.02,0.371755216,10.0577019,0.896375031,36.8978725,22.1965,/L,92.1728,90.767
2011-Jan-04,20:00,*m,51.251,3.5746,7.332624,103.34,-6.22,191.89,0.02,0.377554974,10.0196844,0.917501378,36.627135,22.5712,/L,88.5614,95.0421
2011-Jan-05,20:00,*m,54.207,3.2829,7.169127,108.74,-6.16,193.89,0.02,0.383317485,9.929552,0.938425602,36.2055167,22.8564,/L,85.168,99.1882
2011-Jan-06,20:00,*m,56.975,3.0182,7.014813,114.07,-6.09,196,0.02,0.389014135,9.792372,0.959069415,35.6617885,23.0618,/L,81.9764,103.2121
2011-Jan-07,20:00,*m,59.561,2.7779,6.86941,119.32,-6.03,198.23,0.01,0.394619143,9.6128897,0.979369848,35.0204353,23.196,/L,78.9711,107.1207
2011-Jan-08,20:00,*m,61.975,2.56,6.732561,124.5,-5.98,200.57,0.01,0.400109368,9.3955016,0.99927691,34.302106,23.2668,/L,76.1375,110.9209
2011-Mar-22,20:00,*,44.031,4.1562,7.42592,96.47,-5.6,359.58,0.04,0.320293438,6.4681262,0.905974262,-46.8521954,18.612,/T,96.8612,40.0191
2011-Mar-23,20:00,*,39.897,4.5994,7.65253,101.65,-5.67,359.94,0.03,0.324248488,7.2110938,0.879146247,-46.1151975,18.5793,/T,101.6626,45.7996
2011-Mar-24,20:00,*,35.858,5.06,7.88876,106.96,-5.75,0.44,0.03,0.328607009,7.8647238,0.852820032,-45.1145075,18.4297,/T,106.4352,51.4338
2011-Mar-25,20:00,*,31.943,5.5355,8.133653,112.39,-5.83,1.1,0.03,0.333316897,8.4276893,0.827142814,-43.8668865,18.1596,/T,111.1754,56.9145
2011-May-20,20:00,*,63.895,2.3208,6.427972,82.64,1.3,156.5,-0.03,0.405656001,-9.1347583,1.046627482,29.6714428,22.6488,/L,73.8596,245.2476
2011-May-21,20:00,*,65.686,2.1705,6.325209,87.24,1.39,158.95,-0.03,0.400306334,-9.3871908,1.063631619,29.60647,22.0576,/L,71.7117,248.9426
2011-May-22,20:00,*,67.505,2.0231,6.225976,91.79,1.47,161.29,-0.03,0.394820442,-9.6058937,1.080584441,29.4859602,21.4275,/L,69.5016,252.7391
2011-May-23,20:00,*,69.354,1.8787,6.130284,96.3,1.56,163.52,-0.03,0.389218947,-9.7868412,1.097452104,29.3030826,20.7585,/L,67.2221,256.6438
2011-May-24,20:00,*,71.232,1.737,6.038156,100.78,1.64,165.64,-0.03,0.383524901,-9.9256489,1.114196597,29.0502228,20.051,/L,64.8665,260.6635
2011-May-25,20:00,*m,73.139,1.5981,5.949628,105.22,1.72,167.64,-0.02,0.377763988,-10.0175828,1.130775288,28.7189897,19.3049,/L,62.4278,264.8052
2011-May-26,20:00,*m,75.072,1.462,5.86475,109.62,1.79,169.5,-0.02,0.37196472,-10.0575852,1.147140491,28.3002561,18.5205,/L,59.8991,269.0757
2011-May-27,20:00,*m,77.027,1.3286,5.783586,113.98,1.87,171.24,-0.02,0.366158615,-10.0403256,1.163239054,27.7842442,17.698,/L,57.2737,273.4815
2011-Jul-13,20:00,*,54.158,3.2414,7.070834,313.91,6.68,228.71,-0.01,0.445312252,5.8359656,0.95147085,-27.2353919,25.8862,/T,85.2349,144.5363
2011-Jul-14,20:00,*,52.619,3.4062,7.18885,318.82,6.85,231.85,-0.01,0.448557222,5.3985549,0.935851018,-27.1017629,26.149,/T,87.0025,147.5406
2011-Jul-15,20:00,*,51.078,3.5763,7.310206,323.78,7.02,235.02,-0.01,0.45154703,4.952645,0.920315076,-26.9474427,26.3702,/T,88.7694,150.5034
2011-Oct-24,20:00,*m,89.872,0.514,5.075714,135.52,1.56,98.44,-0.03,0.465787073,-1.2348939,1.325467272,-16.4959128,16.4169,/T,37.1183,187.0519
2011-Oct-25,20:00,*m,89.177,0.5534,5.113389,140.19,1.48,101.8,-0.03,0.464934789,-1.7160447,1.315701313,-17.3663507,16.8923,/T,38.4187,189.8228
2011-Oct-26,20:00,*m,88.449,0.5953,5.153613,144.87,1.4,105.16,-0.03,0.463805142,-2.1952148,1.30543224,-18.2439336,17.3563,/T,39.7423,192.6055
2011-Oct-27,20:00,*m,87.685,0.6399,5.196511,149.57,1.32,108.5,-0.03,0.462399448,-2.6717937,1.294655682,-19.129404,17.8087,/T,41.093,195.4036
2011-Oct-28,20:00,*m,86.882,0.6877,5.242221,154.27,1.24,111.82,-0.03,0.460719388,-3.1451308,1.283366881,-20.023352,18.2491,/T,42.4745,198.2203
2011-Oct-29,20:00,*m,86.036,0.7388,5.290893,158.99,1.16,115.12,-0.03,0.458767034,-3.6145256,1.271560778,-20.9262315,18.677,/T,43.8909,201.0594
2011-Nov-14,20:00,*,62.271,2.5153,6.66679,237.22,-0.46,161.43,-0.03,0.394486373,-9.6180333,1.009135169,-35.7944315,22.7421,/T,75.7981,252.9707
2011-Nov-15,20:00,*,59.743,2.7404,6.807467,242.42,-0.59,163.66,-0.03,0.388877316,-9.7966158,0.988281331,-36.533734,22.6845,/T,78.7681,256.8829
2011-Nov-16,20:00,*,57.033,2.9893,6.957106,247.68,-0.73,165.77,-0.03,0.383177127,-9.9327656,0.967024656,-37.1858412,22.5604,/T,81.9193,260.9106
2011-Nov-17,20:00,*,54.13,3.2641,7.116076,253.02,-0.87,167.76,-0.02,0.377411675,-10.0217244,0.945421665,-37.7279546,22.3617,/T,85.2668,265.0608
2011-Nov-18,20:00,*,51.028,3.5674,7.284654,258.44,-1.02,169.62,-0.02,0.371609675,-10.0584127,0.923543198,-38.1331152,22.0789,/T,88.8267,269.3402
2012-Feb-20,20:00,*m,91.617,0.4504,5.373296,31.04,-5.41,357.76,-0.01,0.337884824,-8.8644655,1.252060712,-30.6926094,10.9211,/T,33.6656,298.2098
2012-Feb-21,20:00,*m,89.869,0.5524,5.452963,35.34,-5.46,358.56,0,0.332899152,-8.3838007,1.233768312,-32.7278544,11.7231,/T,37.1241,303.5463
2012-Feb-22,20:00,*m,87.876,0.6717,5.540382,39.65,-5.53,359.21,0,0.328217018,-7.813084,1.214301188,-34.7647772,12.5124,/T,40.7593,309.0402
2012-Feb-23,20:00,*m,85.622,0.8104,5.636165,43.99,-5.59,359.7,0,0.323890707,-7.1517215,1.193664901,-36.7796394,13.283,/T,44.5718,314.6872
2012-Feb-24,20:00,*m,83.095,0.9705,5.74094,48.36,-5.67,0.05,0.01,0.319972255,-6.4012334,1.171879908,-38.7445688,14.0282,/T,48.56,320.4798
2012-May-08,20:00,*,76.231,1.3799,5.80539,103.21,0.02,161.57,-0.03,0.394148643,-9.6303803,1.158870004,24.952611,19.4134,/L,58.3523,253.2046
2012-May-10,20:00,*,79.458,1.1643,5.667951,111.99,0.22,165.89,-0.03,0.382830328,-9.9399162,1.186970817,24.0082589,17.8341,/L,53.898,261.157
2012-May-11,20:00,*,81.095,1.0594,5.60374,116.33,0.32,167.87,-0.02,0.377062775,-10.0258646,1.200571935,23.417652,16.9941,/L,51.5401,265.3139
2012-Jun-18,20:00,*m,62.487,2.4271,6.469913,274.14,4.38,198.65,0.01,0.395637522,9.5763506,1.039842808,-30.8229879,22.1515,/T,75.5432,107.8283
2012-Jun-19,20:00,*m,60.556,2.5963,6.582204,278.78,4.55,201,0.01,0.401105894,9.3523605,1.022103334,-30.7936036,22.6964,/T,77.8167,111.6101
2012-Jun-20,20:00,*m,58.659,2.7691,6.698228,283.46,4.72,203.46,0.01,0.406435123,9.095193,1.004398839,-30.7105832,23.1985,/T,80.0318,115.2914
2012-Oct-22,20:00,*,70.147,1.8477,6.189239,203.86,2.03,137.64,-0.04,0.43727049,-6.765722,1.086998294,-29.2093593,23.7208,/T,66.2426,222.2677
2012-Oct-23,20:00,*,68.515,1.9797,6.287931,208.86,1.96,140.61,-0.03,0.433246094,-7.1667294,1.069937425,-29.9922087,23.8692,/T,68.2707,225.4354
2012-Oct-24,20:00,*,66.78,2.1236,6.392536,213.9,1.88,143.52,-0.03,0.428994248,-7.5529286,1.052429451,-30.7580671,23.9814,/T,70.3961,228.6643
2012-Oct-25,20:00,*,64.933,2.2805,6.503417,218.97,1.8,146.36,-0.03,0.42452407,-7.922332,1.034485852,-31.5005598,24.0535,/T,72.6278,231.9595
2012-Oct-26,20:00,*,62.966,2.452,6.620949,224.1,1.71,149.13,-0.03,0.419845889,-8.2727181,1.016122166,-32.2119244,24.0816,/T,74.9752,235.3265
2012-Oct-27,20:00,*,60.87,2.6395,6.745508,229.27,1.63,151.83,-0.03,0.414971393,-8.6016083,0.99735886,-32.8827582,24.0609,/T,77.4489,238.7711
2013-Mar-25,20:00,*,40.401,5.0022,8.393089,324.33,-5.98,65.46,-0.02,0.459382232,3.4750403,0.801575291,25.0139788,26.8726,/L,101.0629,159.7914
2013-Mar-26,20:00,*,42.231,4.7632,8.245147,329.78,-5.77,68.77,-0.02,0.461253375,3.0044254,0.815957925,25.1981558,27.1745,/L,98.934,162.623
2013-Mar-28,20:00,*,45.716,4.3221,7.962029,340.5,-5.36,75.44,-0.02,0.464175033,2.0526915,0.844972103,25.4299908,27.5979,/L,94.9104,168.2262
2013-Mar-29,20:00,*,47.377,4.1188,7.826939,345.78,-5.16,78.8,-0.02,0.465222021,1.5728939,0.859556009,25.4891946,27.726,/L,93.0025,171.0046
